WC_TA,RE_TA,EBIT_TA,MVE_BVTD,S_TA,Industry,Rating
0.091,0.143,0.047,0.548,0.142,3,'BBB'
-0.059,-0.308,0.008,0.441,0.15,5,'B'
0.321,0.828,0.083,6.778,0.809,7,'AAA'
0.023,0.18,0.034,2.373,0.272,1,'A'
0.058,0.132,0.042,0.358,0.103,3,'BB'
0.06,0.086,0.041,0.646,0.291,3,'BBB'
0.001,-0.219,0.034,0.144,0.085,6,'B'
0.332,0.422,0.08,1.449,0.191,8,'A'
0.427,0.728,0.103,6.816,0.622,5,'AAA'
0.093,-0.037,0.045,0.209,0.08,3,'B'
0.02,0.1,0.042,0.879,0.145,12,'BBB'
0.172,0.351,0.065,2.064,0.337,5,'A'
0.111,0.198,0.043,1.386,0.223,12,'BBB'
0.466,0.548,0.103,2.365,0.29,11,'AA'
0.111,0.076,0.051,0.37,0.111,8,'BB'
0.153,0.6,0.061,6.936,0.615,12,'AAA'
-0.019,0.044,0.026,0.625,0.35,10,'BB'
0.125,0.225,0.049,1.07,0.292,7,'BBB'
0.332,0.424,0.073,2.324,0.353,3,'AA'
-0.199,-1.822,-0.034,0.066,0.058,1,'CCC'
-0.011,0.077,0.029,0.789,0.276,9,'BB'
-0.027,-0.179,0.02,0.307,0.176,7,'B'
0.139,0.312,0.054,1.576,0.25,12,'A'
0.198,0.263,0.059,1.3,0.241,11,'BBB'
0.242,0.651,0.07,6.944,0.808,9,'AAA'
0.224,0.402,0.071,1.315,0.292,9,'BBB'
0.087,0.219,0.05,1.078,0.28,1,'BBB'
-0.044,0.284,0.033,12.976,1.374,6,'AAA'
0.292,0.424,0.075,1.827,0.276,12,'A'
0.029,0.061,0.037,0.936,0.254,9,'BB'
0.249,0.366,0.068,2.014,0.29,1,'A'
0.322,0.646,0.07,6.373,0.638,2,'AAA'
0.211,0.252,0.071,0.658,0.136,1,'BBB'
0.073,0.115,0.045,0.802,0.236,5,'BBB'
-0.035,-0.013,0.029,0.375,0.184,2,'B'
0.493,0.606,0.099,3.752,0.374,11,'AAA'
0.337,0.127,0.084,0.406,0.108,4,'BB'
0.08,0.227,0.049,1.584,0.395,3,'BBB'
0.006,-0.016,0.027,0.334,0.165,7,'BB'
0.455,0.553,0.098,2.946,0.506,7,'AA'
0.332,0.436,0.075,3.876,0.733,9,'AAA'
0.396,0.612,0.086,4.903,0.54,2,'AAA'
0.137,0.345,0.056,1.976,0.315,8,'A'
0.127,0.218,0.054,0.705,0.204,10,'BBB'
0.319,0.416,0.071,2.799,0.294,11,'AA'
0.346,0.282,0.074,0.812,0.163,10,'BBB'
0.075,0.199,0.044,0.889,0.314,4,'BB'
-0.046,-0.04,0.02,0.497,0.147,7,'BB'
0.136,0.14,0.059,0.454,0.108,4,'BB'
0.401,0.585,0.083,2.457,0.234,12,'AA'
0.054,0.266,0.047,1.448,0.281,7,'A'
0.011,0.139,0.046,0.749,0.256,7,'BB'
0.004,0.081,0.028,0.498,0.124,7,'BB'
0.283,0.49,0.076,2.428,0.327,9,'AA'
0.414,0.416,0.092,0.732,0.15,8,'BBB'
0.075,0.158,0.047,1.36,0.326,3,'BBB'
-0.322,-0.738,-0.086,0.349,0.201,2,'CCC'
0.06,0.093,0.046,0.284,0.092,4,'B'
0.034,0.182,0.034,2.604,0.544,2,'A'
0.185,0.23,0.056,0.745,0.196,4,'BB'
0.174,0.495,0.069,4.747,0.649,7,'AAA'
0.087,0.229,0.044,1.611,0.454,2,'A'
0.167,0.164,0.058,0.648,0.18,6,'BBB'
0.105,0.521,0.049,8.43,0.476,10,'AAA'
0.003,-0.009,0.022,0.589,0.201,9,'BB'
0.453,0.627,0.09,4.601,0.453,4,'AAA'
0.108,0.17,0.056,1.512,0.248,12,'BBB'
0.1,0.265,0.035,2.493,0.249,7,'AA'
0.125,0.212,0.054,1.251,0.274,4,'BBB'
0.197,0.402,0.063,2.4,0.361,7,'AA'
0.118,0.387,0.058,2.835,0.468,12,'AA'
0.572,1.61,0.097,78.129,5.806,1,'AAA'
0.319,0.341,0.088,1.078,0.21,11,'A'
0.05,0.047,0.048,0.375,0.126,7,'BB'
0.115,0.202,0.052,1.207,0.406,4,'BBB'
0.317,0.459,0.079,3.093,0.449,11,'AA'
0.052,0.215,0.028,2.034,0.745,7,'BBB'
-0.079,-0.269,0.014,0.257,0.109,10,'B'
0.503,0.816,0.119,2.817,0.145,10,'AAA'
0.276,0.192,0.061,0.448,0.098,10,'BB'
0.151,0.18,0.061,0.632,0.176,2,'BB'
0.147,0.265,0.053,2.092,0.434,1,'A'
-0.008,-0.171,0.024,0.138,0.079,12,'B'
0.08,0.187,0.047,1.072,0.279,7,'BBB'
0.007,0.064,0.035,0.79,0.228,9,'BB'
0.072,0.162,0.047,1.319,0.25,10,'BBB'
0.037,0.034,0.049,0.375,0.172,4,'B'
0.074,0.16,0.043,1.294,0.25,7,'BBB'
0.358,0.707,0.087,8.06,0.61,10,'AAA'
0.044,0.038,0.04,0.398,0.123,5,'BB'
-0.033,-0.552,0.023,0.145,0.095,7,'B'
0.214,0.614,0.066,6.519,0.531,7,'AAA'
-0.029,-0.173,0.023,0.634,0.122,3,'BBB'
0.176,0.34,0.055,1.47,0.344,4,'BBB'
-0.076,0.041,0.012,1.625,0.339,1,'BBB'
0.198,0.411,0.063,2.341,0.39,10,'A'
-0.043,0.1,0.022,2.234,0.373,8,'A'
0.122,0.193,0.056,1.001,0.204,4,'BB'
0.534,0.646,0.114,3.358,0.435,12,'AAA'
0.032,-0.624,0.034,0.09,0.067,10,'CCC'
-0.03,0.068,0.031,0.859,0.289,9,'BB'
0.055,0.083,0.042,0.375,0.143,10,'BB'
0.281,0.398,0.073,1.659,0.304,2,'BBB'
0.285,-0.039,0.078,0.079,0.065,7,'BBB'
0.104,0.327,0.058,1.839,0.306,3,'A'
0.079,0.236,0.041,1.268,0.309,12,'BBB'
0.158,0.305,0.052,1.658,0.357,9,'A'
0.188,0.327,0.052,2.879,0.339,6,'AA'
0.23,0.47,0.057,4.729,0.535,7,'AAA'
0.026,0.119,0.032,0.713,0.245,7,'BB'
0.156,0.321,0.056,1.915,0.326,6,'A'
0.243,0.373,0.068,2.002,0.287,1,'A'
0.081,0.233,0.043,1.723,0.355,12,'A'
0.228,0.146,0.063,0.648,0.177,5,'BBB'
0.284,0.951,0.095,20.562,1.326,12,'AAA'
0.439,0.577,0.096,3.155,0.208,9,'AA'
0.203,0.415,0.055,3.122,0.53,7,'AAA'
0.351,0.3,0.079,1.019,0.185,9,'BBB'
0.39,0.363,0.079,0.95,0.149,8,'BBB'
-0.007,0.017,0.037,0.424,0.104,6,'BB'
0.275,0.403,0.064,2.011,0.354,12,'A'
0.123,0.308,0.051,1.613,0.343,2,'BBB'
0.398,0.527,0.085,2.051,0.316,2,'A'
-0.079,-0.637,0.02,0.158,0.084,8,'CCC'
0.011,0.134,0.037,1.448,0.261,4,'BBB'
0.079,0.055,0.037,0.735,0.218,6,'BBB'
0.41,0.622,0.089,2.237,0.413,5,'AA'
0.442,0.501,0.091,2.561,0.452,9,'A'
0.047,0.156,0.043,0.916,0.341,4,'BB'
0.084,0.252,0.05,1.054,0.235,10,'BBB'
0.086,0.153,0.047,1.565,0.272,4,'BBB'
0.039,0.104,0.034,0.79,0.201,3,'BB'
0.008,0.121,0.039,0.834,0.208,4,'BB'
0.607,0.954,0.142,5.796,0.414,6,'AAA'
0.289,0.452,0.068,1.756,0.41,7,'A'
0.266,0.416,0.07,2.994,0.404,6,'AA'
0.129,0.329,0.057,1.483,0.168,9,'BBB'
0.571,0.492,0.114,0.279,0.088,9,'BB'
0.079,0.181,0.044,0.901,0.258,6,'BBB'
0.037,0.223,0.04,2.678,0.418,6,'AA'
0.297,0.215,0.073,0.558,0.192,1,'BB'
0.254,0.225,0.082,0.873,0.168,9,'BBB'
-0.058,0.017,0.026,0.334,0.099,4,'CCC'
0.056,0.326,0.041,2.265,0.446,10,'A'
0.083,0.083,0.045,0.352,0.121,6,'BB'
0.029,0.274,0.042,3.272,0.587,3,'AA'
0.201,0.555,0.054,7.695,0.705,1,'AAA'
-0.162,-0.297,-0.017,0.535,0.123,2,'CCC'
0.054,0.075,0.05,0.235,0.101,9,'B'
-0.053,-0.256,0.017,0.417,0.126,6,'BB'
0.045,0.025,0.038,0.318,0.104,9,'B'
-0.214,0.003,-0.011,0.423,0.256,9,'BB'
-0.094,-1.043,0.003,0.135,0.162,10,'CCC'
0.076,0.362,0.046,2.15,0.407,8,'AA'
0.29,0.388,0.073,1.402,0.412,5,'BBB'
0.345,0.541,0.074,4.497,0.463,1,'AAA'
0.079,0.152,0.052,0.768,0.154,10,'BB'
0.043,0.039,0.041,0.585,0.166,7,'BB'
0.127,0.217,0.055,0.895,0.181,12,'BBB'
0.113,0.174,0.043,1.223,0.255,7,'BBB'
0.08,0.271,0.044,2.552,0.359,8,'AA'
-0.018,-0.027,0.014,0.561,0.22,1,'BB'
0.557,0.955,0.129,10.089,0.496,8,'AAA'
0.132,0.356,0.05,2.447,0.354,10,'A'
0.033,0.075,0.039,0.718,0.255,3,'BBB'
-0.859,-1.483,-0.104,0.063,0.235,5,'CCC'
0.08,0.147,0.04,0.593,0.156,10,'B'
0.061,0.189,0.04,3.568,0.713,9,'AA'
-0.09,-0.311,0.014,0.323,0.122,3,'B'
0.248,0.462,0.077,3.28,0.334,7,'AAA'
-0.096,-0.329,0.005,0.384,0.153,1,'B'
0.251,0.32,0.068,1.766,0.304,3,'A'
0.181,0.272,0.066,0.916,0.329,8,'BBB'
0.16,0.258,0.058,1.03,0.189,10,'BBB'
0.1,0.227,0.049,1.49,0.376,8,'BBB'
0.31,0.375,0.068,1.294,0.237,5,'BBB'
0.301,0.448,0.067,2.938,0.391,4,'AA'
-0.012,0.061,0.03,0.53,0.226,6,'BB'
0.092,0.126,0.051,0.426,0.141,12,'BB'
0.163,0.206,0.049,0.805,0.191,11,'BBB'
0.188,0.16,0.057,0.353,0.114,1,'BB'
-0.096,-0.097,0.001,1.032,0.251,4,'B'
0.068,0.149,0.043,0.758,0.27,6,'BB'
0.347,0.756,0.089,10.975,1.06,4,'AAA'
0.202,0.454,0.064,3.615,0.558,12,'AAA'
0.072,-0.047,0.046,0.263,0.117,11,'BB'
0.085,0.21,0.054,0.574,0.131,6,'BBB'
0.1,0.302,0.049,1.914,0.332,2,'A'
0.026,0.116,0.038,0.876,0.217,8,'BBB'
0.187,0.415,0.06,3.361,0.424,5,'AAA'
0.038,0.009,0.042,0.344,0.092,10,'BB'
0.099,0.187,0.044,1.948,0.481,11,'A'
0.057,0.004,0.037,0.209,0.144,5,'B'
0.109,0.269,0.044,1.398,0.349,11,'BBB'
0.266,0.488,0.08,3.863,0.429,5,'AAA'
0.307,0.294,0.085,0.92,0.216,11,'BBB'
0.357,0.622,0.086,4.658,0.349,11,'AAA'
0.072,0.176,0.046,1.33,0.252,3,'BBB'
-0.007,0.13,0.035,0.993,0.179,3,'BB'
0.048,0.205,0.042,2.125,0.46,11,'AA'
0.152,0.265,0.061,1.619,0.354,8,'BBB'
0.046,-0.001,0.04,0.189,0.113,9,'BB'
0.369,0.588,0.084,3.785,0.549,6,'AAA'
-0.029,-0.039,0.027,0.403,0.163,7,'BB'
0.18,0.333,0.058,2.189,0.324,1,'A'
0.123,0.139,0.057,0.572,0.222,6,'BBB'
0.01,0.163,0.037,2.032,0.584,2,'A'
0.15,0.095,0.058,0.419,0.134,4,'BB'
0.065,0.133,0.042,0.834,0.211,11,'BB'
0.44,0.839,0.09,17.412,1.016,6,'AAA'
0.281,0.495,0.066,2.334,0.34,6,'AA'
0.118,0.353,0.049,3.82,0.657,11,'AAA'
0.178,0.291,0.066,0.514,0.161,10,'BB'
0.2,0.452,0.067,2.737,0.457,12,'AA'
0.161,0.332,0.059,2.01,0.363,9,'A'
0.109,0.115,0.055,0.356,0.12,9,'BB'
0.168,0.098,0.067,0.413,0.098,3,'BB'
0.221,0.333,0.063,1.761,0.304,5,'A'
0.176,0.299,0.063,1.682,0.22,7,'A'
0.431,0.663,0.073,5.737,0.602,10,'AAA'
-0.076,-0.189,0.008,0.579,0.248,12,'BB'
0.264,0.424,0.062,2.314,0.382,10,'A'
0.061,0.089,0.048,0.447,0.124,2,'BB'
0.155,0.3,0.052,3.16,0.521,2,'AA'
-0.1,-0.273,0.005,0.463,0.148,5,'BB'
0.015,0.133,0.041,1.247,0.323,8,'BBB'
-0.012,-0.022,0.024,0.474,0.209,2,'BB'
0.237,0.29,0.072,1.218,0.222,5,'BBB'
0.475,0.544,0.102,2.492,0.353,5,'AA'
-0.086,-0.218,0.013,0.707,0.241,4,'BB'
0.014,0.097,0.036,0.847,0.196,4,'BB'
0.01,-0.311,0.037,0.114,0.074,11,'B'
0.184,0.405,0.057,4.05,0.691,10,'AAA'
0.475,0.634,0.094,3.41,0.414,10,'AAA'
0.504,0.639,0.088,3.003,0.301,7,'AAA'
0.012,0.109,0.033,1.138,0.233,1,'BB'
0.084,0.198,0.045,1.16,0.303,4,'BB'
0.055,0.079,0.043,0.337,0.113,6,'BB'
0.506,0.702,0.103,9.698,0.705,8,'AAA'
-0.07,-0.389,0.024,0.126,0.105,5,'CCC'
0.399,0.472,0.088,2.545,0.33,2,'AA'
0.025,0.225,0.039,2.02,0.292,12,'A'
0.085,0.176,0.044,1.057,0.253,4,'BBB'
0.291,0.47,0.066,3.54,0.306,1,'AAA'
0.18,0.403,0.057,3.706,0.525,10,'AAA'
0.112,0.179,0.053,1.037,0.375,8,'BBB'
0.152,0.251,0.067,1.083,0.163,1,'BBB'
0.124,0.145,0.049,1.02,0.27,9,'BB'
0.105,0.338,0.054,2.437,0.445,9,'A'
0.241,0.22,0.069,0.384,0.094,11,'BB'
0.461,0.55,0.106,1.705,0.354,9,'A'
0.197,0.19,0.057,0.899,0.268,1,'BBB'
0.172,0.306,0.057,1.331,0.253,1,'BBB'
0.005,0.121,0.029,0.873,0.233,11,'BBB'
0.35,0.566,0.091,2.088,0.26,8,'A'
0.155,0.247,0.058,1.707,0.314,6,'A'
0.237,0.176,0.065,0.408,0.109,9,'BB'
-0.013,-0.199,0.032,0.198,0.097,10,'B'
0.456,0.79,0.087,6.238,0.724,11,'AAA'
0.165,0.344,0.06,2.46,0.662,1,'A'
0.102,0.148,0.054,1.031,0.184,2,'BB'
0.217,0.175,0.065,0.513,0.183,4,'BB'
0.1,0.169,0.051,0.653,0.177,11,'BBB'
0.186,0.09,0.059,0.385,0.12,2,'BB'
0.213,0.429,0.06,3.513,0.363,8,'AAA'
0.006,0.102,0.038,1.073,0.286,10,'BBB'
-0.095,-0.017,0.018,0.744,0.294,10,'B'
0.043,0.072,0.029,0.995,0.379,12,'BB'
0.082,0.063,0.044,0.603,0.166,10,'BB'
0.13,0.172,0.053,0.824,0.223,9,'BB'
0.266,0.338,0.063,1.355,0.265,5,'BBB'
0.081,0.216,0.05,1.021,0.202,2,'BBB'
0.004,0.002,0.032,0.418,0.125,11,'BB'
0.024,0.056,0.032,0.376,0.226,2,'BB'
0.058,0.169,0.047,0.84,0.213,2,'BB'
-0.005,0.105,0.036,0.989,0.173,12,'BBB'
-0.002,0.087,0.029,1.132,0.203,11,'BBB'
-0.08,-0.737,0.012,0.372,0.896,8,'CCC'
0.151,0.649,0.053,15.463,1.079,9,'AAA'
0.353,0.252,0.08,0.475,0.143,1,'BB'
-0.02,0.18,0.026,2.461,0.385,8,'A'
0.231,0.252,0.071,1.102,0.224,7,'BBB'
0.296,0.58,0.063,6.31,0.72,3,'AAA'
0.347,0.518,0.076,4.024,0.442,9,'AAA'
0.213,0.312,0.061,1.209,0.334,5,'A'
-0.025,0.013,0.03,0.587,0.194,6,'BB'
0.208,0.333,0.065,1.734,0.234,11,'A'
-0.057,-0.018,0.017,0.619,0.158,2,'BB'
0.517,0.573,0.105,1.353,0.221,11,'A'
0.282,0.31,0.072,0.692,0.173,12,'BB'
0.382,0.314,0.085,0.564,0.098,6,'BBB'
0.181,0.251,0.061,1.057,0.262,9,'BBB'
0.221,0.209,0.064,0.911,0.23,6,'BBB'
0.047,0.132,0.041,0.703,0.13,3,'BB'
0.268,0.407,0.065,2.797,0.391,5,'AAA'
0.373,0.751,0.083,7.438,0.796,2,'AAA'
0.343,0.556,0.072,5.079,0.45,9,'AAA'
-0.008,0.089,0.031,1.091,0.236,7,'BB'
0.329,0.256,0.077,0.466,0.117,11,'BB'
0.056,0.128,0.044,0.635,0.209,5,'BB'
-0.003,0.128,0.053,0.535,0.26,7,'BBB'
-0.102,-0.535,0.017,0.231,0.104,9,'CCC'
0.295,0.357,0.072,1.135,0.19,1,'BBB'
0.158,0.549,0.061,7.668,0.902,5,'AAA'
0.047,-0.249,0.039,0.136,0.082,8,'B'
0.18,0.36,0.056,2.973,0.371,6,'AA'
-0.076,-1.458,-0.04,0.053,0.051,12,'CCC'
0.247,0.252,0.076,0.567,0.135,1,'BB'
-0.041,-0.121,0.032,0.222,0.099,9,'B'
0.068,0.088,0.042,0.556,0.178,8,'BB'
0.053,0.318,0.04,2.996,0.482,12,'AA'
0.24,0.259,0.063,1.185,0.173,8,'BBB'
0.297,0.314,0.064,1.529,0.259,12,'A'
-0.026,-0.22,0.024,0.37,0.126,9,'B'
0.215,0.285,0.065,1.853,0.338,3,'A'
0.023,-0.019,0.034,0.311,0.122,7,'B'
0.254,0.385,0.065,3.058,0.304,12,'AA'
0.244,0.154,0.069,0.336,0.102,5,'BB'
0.09,0.15,0.049,1.161,0.228,5,'BBB'
0,0.05,0.026,0.713,0.207,3,'BB'
-0.004,-0.288,0.038,0.122,0.104,8,'B'
0.605,0.52,0.125,0.348,0.096,3,'BBB'
0.02,0.234,0.04,2.597,0.568,3,'AA'
-0.044,0.136,0.024,0.826,0.186,6,'BBB'
0.618,0.456,0.143,0.332,0.157,7,'BBB'
0.3,0.247,0.075,0.318,0.103,8,'B'
-0.026,0.125,0.03,1.494,0.405,2,'BBB'
0.463,0.751,0.097,6.058,0.64,3,'AAA'
0.185,0.467,0.058,3.06,0.35,6,'AAA'
0.105,0.236,0.053,1.566,0.216,1,'BBB'
0.268,0.346,0.069,1.085,0.205,6,'BBB'
0.226,0.175,0.065,0.294,0.089,3,'BB'
0.133,0.35,0.055,2,0.329,12,'A'
0.055,0.202,0.044,1.002,0.2,3,'BBB'
0.094,-0.003,0.051,0.251,0.116,3,'BB'
0.009,0.123,0.044,0.529,0.124,11,'BBB'
0.034,0.116,0.039,0.804,0.21,12,'BB'
0.528,0.506,0.112,0.953,0.153,8,'BBB'
0.197,0.299,0.059,1.827,0.274,9,'A'
0.029,0.073,0.037,1.179,0.327,11,'BB'
0.551,0.75,0.105,3.917,0.273,5,'AAA'
0.183,0.493,0.058,2.135,0.344,2,'A'
0.131,0.298,0.056,2.102,0.35,7,'A'
0.345,0.353,0.078,0.971,0.16,5,'BBB'
0.085,0.399,0.042,4.407,0.67,6,'AAA'
0.364,0.652,0.08,3.938,0.398,1,'AAA'
0.011,0.115,0.04,0.772,0.24,1,'BB'
0.292,0.623,0.076,15.909,0.991,1,'AAA'
-0.052,-1.31,0.008,0.066,0.069,12,'CCC'
0.055,0.04,0.044,0.29,0.124,4,'B'
0.093,0.16,0.043,0.656,0.166,7,'BB'
-0.002,0.062,0.028,0.764,0.229,11,'BB'
0.172,0.061,0.063,0.166,0.093,7,'B'
-0.108,-0.183,0.02,0.489,0.173,10,'B'
0.216,0.413,0.052,3.477,0.522,4,'AAA'
0.138,0.215,0.053,1.417,0.362,1,'BBB'
-0.118,-0.107,0.004,0.601,0.288,2,'B'
0.215,0.376,0.072,1.136,0.263,10,'BBB'
0.315,0.376,0.075,2.328,0.526,6,'AA'
-0.003,-0.162,0.026,0.162,0.077,3,'B'
0.142,0.308,0.056,1.516,0.333,5,'A'
-0.462,-0.802,-0.051,0.243,0.116,1,'CCC'
-0.018,-0.034,0.033,0.378,0.158,5,'B'
0.16,0.252,0.058,0.94,0.254,7,'BBB'
0.325,0.471,0.066,3.096,0.401,3,'AA'
0.58,0.858,0.116,6.03,0.408,5,'AAA'
0.246,0.44,0.078,1.75,0.232,4,'A'
0.037,0.226,0.04,1.483,0.19,6,'A'
0.111,0.19,0.046,1.109,0.271,9,'BBB'
0.166,0.35,0.062,2.976,0.415,3,'AA'
0.423,0.648,0.092,6.835,0.526,10,'AAA'
0.167,0.262,0.061,0.889,0.276,6,'BBB'
0.399,0.647,0.093,5.496,0.603,3,'AAA'
0.224,0.403,0.069,3.276,0.398,6,'AAA'
0.027,0.055,0.038,0.746,0.263,9,'BB'
0.139,0.26,0.06,1.038,0.278,4,'BBB'
0.048,0.209,0.044,1.3,0.362,11,'BBB'
0.047,0.08,0.04,0.74,0.21,1,'BB'
0.118,0.224,0.055,0.682,0.165,8,'BB'
-0.055,0.012,0.017,0.457,0.164,3,'BB'
0.291,0.473,0.065,2.294,0.41,10,'AA'
0.307,0.642,0.061,8.936,0.892,1,'AAA'
0.131,0.214,0.05,1.791,0.457,11,'A'
0.21,0.456,0.056,2.843,0.566,3,'AA'
0.07,0.164,0.045,1.157,0.338,9,'BBB'
0.112,0.311,0.056,1.826,0.421,6,'A'
-0.001,0.118,0.029,1.346,0.36,9,'BBB'
0.082,0.133,0.042,0.496,0.161,10,'B'
0.038,0.266,0.046,1.119,0.44,10,'BBB'
0.249,0.479,0.075,3.399,0.414,11,'AAA'
0.197,0.301,0.057,2.92,0.197,1,'AA'
0.151,0.135,0.047,0.679,0.18,4,'BB'
0.249,0.278,0.062,0.884,0.18,3,'BBB'
-0.017,-0.15,0.028,0.313,0.12,3,'B'
0.485,0.731,0.104,4.895,0.33,7,'AAA'
0.012,0.064,0.037,0.538,0.139,12,'BB'
0.005,0.002,0.037,0.374,0.147,4,'BB'
-0.059,-0.934,0.022,0.05,0.05,4,'CCC'
0.259,0.274,0.072,2.051,0.376,6,'A'
0.065,0.154,0.044,1.057,0.217,5,'BBB'
0.024,0.024,0.044,0.461,0.17,10,'BB'
0.11,-0.018,0.057,0.26,0.121,5,'BB'
0.102,0.296,0.045,1.555,0.417,8,'A'
-0.058,0.131,0.007,1.733,0.336,6,'A'
0.197,0.3,0.067,2.135,0.24,6,'AA'
0.35,0.38,0.082,1.385,0.152,8,'A'
0.229,0.347,0.062,1.171,0.321,7,'A'
0.323,0.691,0.085,9.96,0.866,7,'AAA'
0.087,0.105,0.047,0.871,0.145,5,'BB'
0.167,0.026,0.053,0.644,0.157,7,'BBB'
-0.001,-0.152,0.043,0.213,0.078,5,'BB'
0.246,0.525,0.059,4.904,0.72,12,'AAA'
0.114,0.14,0.047,0.531,0.143,8,'BB'
0.21,0.435,0.065,2.955,0.407,10,'AA'
0.157,0.536,0.051,8.69,1.098,2,'AAA'
0.213,0.235,0.059,0.963,0.205,5,'BBB'
0.074,0.241,0.05,2.452,0.322,1,'A'
0.024,0.139,0.046,0.952,0.228,1,'BBB'
0.473,0.562,0.097,1.493,0.172,8,'A'
0.226,0.219,0.069,0.43,0.115,5,'BB'
0.005,0.067,0.035,1.462,0.381,4,'BBB'
0.025,0.135,0.037,1.394,0.312,6,'BBB'
0.729,1.467,0.147,37.147,1.283,5,'AAA'
0.078,0.118,0.057,0.372,0.129,4,'B'
0.041,-0.043,0.048,0.153,0.086,12,'B'
0.113,0.297,0.059,1.558,0.196,4,'BBB'
0.226,0.239,0.066,0.598,0.118,10,'BB'
0.082,0.133,0.052,0.883,0.25,12,'BBB'
0.074,0.167,0.05,1.584,0.37,10,'BBB'
0.085,0.23,0.043,2.189,0.338,9,'A'
0.164,0.243,0.062,0.741,0.204,1,'BBB'
0.283,0.39,0.07,2.652,0.333,10,'A'
-0.064,-0.096,0.009,0.545,0.12,2,'B'
0.248,0.473,0.064,4.345,0.388,2,'AAA'
0.048,0.045,0.041,0.77,0.224,12,'BB'
0.253,0.54,0.071,4.444,0.644,6,'AAA'
0.004,0.122,0.035,0.75,0.186,5,'BB'
0.48,0.434,0.085,0.899,0.229,1,'BBB'
0.044,0.136,0.038,0.674,0.171,5,'BB'
0.13,0.226,0.055,1.083,0.194,9,'BBB'
-0.065,-0.496,0.019,0.154,0.104,3,'B'
0.247,0.235,0.055,0.928,0.228,5,'BBB'
0.155,0.243,0.056,1.331,0.384,2,'BBB'
-0.098,-0.279,0.021,0.166,0.095,1,'B'
0.611,0.837,0.144,7.137,0.903,5,'AAA'
0.157,0.373,0.05,4.66,0.495,10,'AAA'
0.26,0.215,0.069,0.454,0.14,1,'BB'
0.037,0.051,0.039,0.276,0.116,4,'B'
0.05,0.205,0.044,1.472,0.318,2,'BBB'
0.458,0.515,0.108,1.87,0.173,2,'A'
0.078,-0.362,0.035,0.065,0.08,10,'CCC'
0.495,0.66,0.105,1.317,0.225,11,'A'
0.066,-0.051,0.047,0.257,0.09,8,'BB'
0.093,0.265,0.054,1.091,0.231,3,'BBB'
0.127,0.314,0.055,1.71,0.319,5,'A'
0.257,0.214,0.074,0.461,0.127,4,'BB'
0.061,0.067,0.044,0.577,0.166,6,'BB'
0.366,0.348,0.075,1.212,0.278,9,'BBB'
0.192,0.292,0.057,0.896,0.225,3,'BBB'
0.035,0.085,0.038,0.75,0.173,10,'BB'
0.013,-0.077,0.034,0.355,0.122,10,'B'
0.022,0.217,0.034,2.643,0.402,1,'AA'
0.018,0.018,0.037,0.763,0.391,9,'BB'
0.244,0.422,0.065,1.67,0.289,5,'A'
0.09,0.25,0.052,1.198,0.331,3,'BBB'
0.216,-0.001,0.052,0.865,0.163,2,'BB'
0.411,0.799,0.087,12.291,0.856,11,'AAA'
0.015,0.122,0.04,0.871,0.264,2,'BBB'
0.096,0.257,0.053,0.968,0.251,11,'BBB'
0.204,0.205,0.058,0.83,0.259,2,'BB'
0.235,0.227,0.068,0.557,0.148,2,'BB'
0.163,0.178,0.056,0.789,0.257,1,'BBB'
0.022,0.245,0.038,1.643,0.409,3,'BBB'
0.289,0.537,0.068,5.199,0.579,2,'AAA'
0.027,0.212,0.035,1.596,0.278,9,'A'
0.008,0.147,0.03,2.762,0.576,10,'A'
0.398,0.246,0.1,0.319,0.112,8,'BB'
0.214,0.331,0.071,0.901,0.242,2,'BBB'
0.22,0.455,0.062,4.509,0.449,12,'AAA'
0.302,0.465,0.065,2.439,0.404,4,'A'
0.296,0.431,0.061,2.398,0.569,12,'AA'
0.076,0.156,0.05,1.519,0.337,8,'BBB'
0.266,0.441,0.068,2.248,0.299,7,'A'
-0.034,-0.002,0.03,0.756,0.22,1,'BB'
-0.001,0.127,0.029,1.218,0.257,1,'BBB'
0.003,0.011,0.032,0.487,0.152,5,'B'
0.038,0.212,0.037,1.996,0.382,12,'A'
0.344,0.402,0.075,1.602,0.216,9,'A'
0.174,0.23,0.047,1.323,0.288,8,'BBB'
0.115,0.025,0.047,0.461,0.188,11,'BB'
0.247,0.389,0.066,3.656,0.694,11,'AAA'
-0.006,-0.017,0.039,0.5,0.13,11,'BB'
0.342,0.431,0.081,1.152,0.259,10,'BBB'
0.702,1.188,0.175,10.03,0.573,9,'AAA'
0.003,0.135,0.036,1.722,0.393,8,'A'
0.028,0.298,0.051,2.615,0.518,6,'AA'
-0.081,0.516,0.012,21.863,1.733,2,'AAA'
0.134,0.241,0.059,0.941,0.255,9,'BB'
0.272,0.254,0.073,1.159,0.326,7,'BBB'
0.377,0.509,0.078,1.861,0.29,9,'A'
0.053,0.207,0.037,2.406,0.384,10,'A'
0.153,0.189,0.055,0.723,0.151,3,'BBB'
-0.135,-1.8,0,0.076,0.071,2,'CCC'
0.059,0.221,0.045,2.007,0.396,3,'AA'
0.088,0.122,0.052,0.331,0.175,2,'BB'
0.258,0.524,0.06,5.767,0.838,9,'AAA'
-0.012,-0.616,0.022,0.041,0.05,9,'CCC'
